Unnamed: 0,path,label
8892,Happy/0aba1240ba343d21caff23d9fe9f46e5578ebf2da4d4eabcb65911db.jpg,Happy
13082,Neutral/0b5b05784fd40cd7e6d59662d2e6b2d0fa8f8f5a2887dad15d1092e4f.jpg,Neutral
9292,Happy/cropped_emotions.505721.png,Happy
1969,Sad/cropped_emotions.251943.png,Sad
9509,Happy/0a387404acf07beb902fe05c3560c38f92d44e670eb9b8f2b3d5c882.jpg,Happy
14974,Angry/b4462349af9d7447f0735b83235fb71c324e6b72240e48362616faea~angry.jpg,Angry
4891,Sad/8be4e655dffdaebf4fc8f2f493215784c2e418609e2b4002bb93be57.jpg,Sad
12327,Neutral/1a273b2b90c67c15b907988f9ad1ab41875d88a4202c431a4cb1b5faf.png,Neutral
10976,Neutral/0c57b44f54291252055c7d584c7204d4ba1d833791d4c5cb0883f16af.jpg,Neutral
10789,Neutral/cropped_emotions.171719f.png,Neutral
8648,Happy/0a112e62a1fcc709434d13ad441cd8d04ed87c585ffce2a3715e71c4.jpg,Happy
1959,Sad/cropped_emotions.499026.png,Sad
15015,Angry/6f3f01fb49b216d212c89d95fca60369ff4037867f1d266fbaa6efcc~angry.jpg,Angry
2772,Sad/3de5a0485c901c0a9f6f4d3bfd4a049d7da6a57908b8744b126ac138.jpg,Sad
14643,Angry/1121d8335629afa569796c6110617516566bb8a61f2c469555e609de~angry.jpg,Angry
11023,Neutral/0ad196dcdce5dbf04d7203be21d96f3bb513746eaa8d557418ab5494f.jpg,Neutral
8065,Happy/cropped_emotions.505720.png,Happy
8687,Happy/2e23ac8acddb10f26965c09ad516df745d2d56aab88b7ba95353a7c6.jpg,Happy
10172,Neutral/cropped_emotions.278219f.png,Neutral
10392,Neutral/0eac7b5a39a0a0686e590dfd6a689da42931114fe5406315655297a7f.jpg,Neutral
12894,Neutral/0d20c16834929710fee0b95b4c84b4b46b8c1fd9b88022868135b027f.jpg,Neutral
9893,Happy/cropped_emotions.505904.png,Happy
3939,Sad/cropped_emotions.6088.png,Sad
4473,Sad/3fba2217c81578b6d4f4cfa08a8c317496ff24e2df4eb2b98dc615dc.jpg,Sad
988,Surprise/cropped_emotions.260170~12fffff.png,Surprise
12676,Neutral/01a38f2e8c72b8cee90c217cf95279c23290117559a835e97c7868b0f.jpg,Neutral
6907,Happy/cropped_emotions.374486.png,Happy
6860,Happy/0a04bc4d302f3a9f913e51235ce0b4a0909acdf898770ea88593b4a3.jpg,Happy
952,Surprise/cropped_emotions.100225~12fffff.png,Surprise
203,Surprise/cropped_emotions.260217~12fffff.png,Surprise
2793,Sad/4dae3ff50105589403eea1f27eec89a5af1f505a0cd0f9e7ca89791a.jpg,Sad
12279,Neutral/0ca5d537911653925a82e1c5bd3b0269d2e9a3038b7758e28a9eaf9af.jpg,Neutral
1303,Sad/7fa7b0b732a558d50977d8e0ecceac328ef467308a14e3e6ce2a17ff.jpg,Sad
7617,Happy/0d4dc9eab09f0fd8eca67c34ae53ba3730abd7f429dd74e2843c7399.jpg,Happy
2713,Sad/6de8b0adb10d643865d51bed7c78242d7dda9a325db919e8516e3258.jpg,Sad
9673,Happy/1bd7ca3f68e0927967ad459c211b235c3c8e5dd1932a7799ef7d9e6e.JPG,Happy
3318,Sad/0b3070f19899ecbae4e9b393c0ded72b97003a0c223d0dda3a7f1252.jpeg,Sad
681,Surprise/cropped_emotions.414989~12fffff.png,Surprise
1624,Sad/2df61e07f7082e5130b4e50962501a4f023d0c5f5a3a204af2deab94.jpg,Sad
4642,Sad/cropped_emotions.6274.png,Sad
2943,Sad/0c5eaa33d04dd597574896d3d5258ac6e6abc02104df5722d82da359.jpg,Sad
13445,Neutral/0ca26d7b0396683fb919fea0e664b4e6a262129382dda9b86bb58225f.jpg,Neutral
2435,Sad/0a3f3c3d39ce9bf0b580887512c4986e1147e7f6f914c73ea9c6646a.JPG,Sad
8711,Happy/2dcce9e88de1dbef8c59d3d678e723478858cdcaa6dad371d0f35ef2.jpg,Happy
8908,Happy/0b8ccc1195db40a8573c2148bd9997f1e46051b10f853d36c3b728cd.jpg,Happy
3909,Sad/4f91a29db4d489c6b54c8675e2b6edd1d37599e8e0aa108020271b2d.jpg,Sad
4538,Sad/cropped_emotions.499298.png,Sad
12106,Neutral/00f90a16fedfde55c647df9da6445d561fd76744695557a3197c043cf.jpg,Neutral
15169,Angry/2bd688ead38546b9e6555389bb973ce79cc3cfa932f0b9b3993e6cbe~angry.jpg,Angry
1789,Sad/cropped_emotions.172418.png,Sad
13978,Neutral/cropped_emotions.452661f.png,Neutral
9652,Happy/0ab0392f279cec4c81cfa5e53c8fbadff4148d274fd828f8e793a0e1.jpg,Happy
7906,Happy/0b67a6acfe63095feeda2e7e1570529b8694313ce00dea0aa455c5ad.jpg,Happy
11260,Neutral/cropped_emotions.452744f.png,Neutral
12384,Neutral/0df89cbc05cb5190fc3f95d220f80c485fff5b2b0ea8868b22e95289f.jpg,Neutral
13246,Neutral/1aa421697bcbce1880160f3dd88df71d26ffcb9b191c1a3d6fe61821f.jpg,Neutral
13379,Neutral/1a57574e0c0be2561334c96e80f04192d4729183f46ca7c4c4060c40f.jpg,Neutral
14001,Neutral/0b6bff9a8d906acc2e417152d51e886faef3aa4670cdc1be494b4f05f.jpg,Neutral
7844,Happy/0dd1866b8b0c87575fbdb1226da5ae16ccb1bf539b9a682ed947365c.jpg,Happy
3597,Sad/cropped_emotions.6178.png,Sad
1074,Surprise/cropped_emotions.100184~12fffff.png,Surprise
8118,Happy/0c45eb4622a1f0a46e54eb8aa5afe4269745837730169538f166d99a.png,Happy
8191,Happy/0bc0253f4592f3b1d6c9b9ba2d7da1b55466a35b763d8eca1fd14109.jpg,Happy
3917,Sad/2a7e97dcabea67c44baa98fcd253c40be5bde24418107d22c5b2d673.jpg,Sad
14589,Angry/cropped_emotions.231799~angry.png,Angry
10514,Neutral/0b4f11c34755520e5838f4946ec606008835c744e3a6cfc70ef440c1f.jpg,Neutral
2961,Sad/4ec0be9bc62b4d81f2e895ec0e35b06066eaa5f350e41734ec48c473.jpg,Sad
10969,Neutral/1b0a2dcd993c2c6d30335f59c3383ffa594f9ae0006e1f28dd05d1c4f.jpg,Neutral
8440,Happy/2d6f4c512b82bf1c2efd5888a30b831b1a2e82c44517d5beb7115dae.jpg,Happy
10881,Neutral/cropped_emotions.277959f.png,Neutral
7031,Happy/0e12f3f643d302bb05bc3bf5ab0614b675d26a909d453bbd25a8bf34.jpg,Happy
12068,Neutral/0ab8a03592276779bca97f857e00871a4a6059ad91617cca0f62d7f2f.jpg,Neutral
8757,Happy/0bb813a68f432e6b394e2aa0d55ce127cf6acc671d71efb419f31981.jpg,Happy
1221,Surprise/cropped_emotions.264131~12fffff.png,Surprise
12231,Neutral/cropped_emotions.452779f.png,Neutral
11323,Neutral/cropped_emotions.278228f.png,Neutral
4087,Sad/6b596d14af3743aef0de866cd8ea64e578cbc0f7f829e653aad3b31c.jpg,Sad
14448,Angry/cropped_emotions.231648~angry.png,Angry
3072,Sad/7d69d325a3714706ef48da542d27ae78e004e119030a4ba6e0fbe59b.jpg,Sad
6537,Happy/0b3ad10e94582558b7a68aaaf42b299825b59f190d225c2d1e715de5.jpg,Happy
13613,Neutral/cropped_emotions.171865f.png,Neutral
3580,Sad/5bd5f946ef1346aa8f2b4219632fd4381c51a5b3e87e216586a58174.jpg,Sad
13393,Neutral/cropped_emotions.277898f.png,Neutral
10219,Neutral/0f8d907a3ebc9cb7bd17c9e07e122da7f05f51060c69fa730abe9004f.jpg,Neutral
4390,Sad/0cbcdfefab84a913e3152927340f457e5b1feab934673237ff30ea8f.jpeg,Sad
13832,Neutral/00a77f558af7166d85cbda7842bf4c7bf15b099938e97f82171bc084f.jpeg,Neutral
9252,Happy/0d460511e19b9ea2bdf9feb2360ef77ac8c45578d32e5fb002df0948.jpg,Happy
8335,Happy/3bf0468a8852d2eee92901cb255a85cc1d0be4ee93c9ec972f65853d.jpg,Happy
6770,Happy/0cdde27fe4cd632f85ac04d14b2cc7374df810b0061603f78b8f9119.jpg,Happy
7545,Happy/cropped_emotions.569347.png,Happy
9921,Happy/00dea9a439547e1c29c18010098b80e7424d9bc605bd640d8f5f58e3.jpg,Happy
7759,Happy/00aaf9b9cceae1ee780a885db8de7a6e76139fd0aa49e73ecc47b045.jpg,Happy
776,Surprise/cropped_emotions.260191~12fffff.png,Surprise
11819,Neutral/0f60383eafbde458c9902ca0a2df775bb4e78723992e1b3d5480cf78f.JPG,Neutral
246,Surprise/cropped_emotions.264140~12fffff.png,Surprise
14281,Angry/cropped_emotions.505802~angry.png,Angry
977,Surprise/cropped_emotions.414990~12fffff.png,Surprise
9056,Happy/cropped_emotions.398594.png,Happy
1862,Sad/cropped_emotions.5704.png,Sad
11018,Neutral/1a5f751c060b13b1e00b8a80a903dff24032461275cb6659488e7615f.jpg,Neutral
9930,Happy/0df162aed2c67a7c7022b7074f73f6578c5ff23b83caf763f487b8e6.jpg,Happy
13334,Neutral/00ff991fffb6c3a88af055392660316634dff862ddaf507492b71cc1f.jpg,Neutral
2195,Sad/0fb8629ba82cbb1590ce9a152873f5306c1eb63d1d8598a01c30d675.jpg,Sad
1208,Surprise/cropped_emotions.262885~12fffff.png,Surprise
9140,Happy/cropped_emotions.506025.png,Happy
3729,Sad/3d4b723d0d2c8f65766a39e3294a07625db27b333f94c133ab39dfaa.jpg,Sad
4400,Sad/7bd004fe03dc3b6641095535bc1eba6ad40dd90e5d3f726ba4cba8a1.jpg,Sad
10143,Neutral/cropped_emotions.278335f.png,Neutral
12925,Neutral/1aa382675b99567f95faf1846cb9d6585130443797a397b0e0c4172df.JPG,Neutral
2446,Sad/0d1b19a9ef8fb4da25dfc86822c9f19ae4f7874132c62a9724771d35.jpg,Sad
2324,Sad/4a21061f3c8df90f79d98b13d3ae5404c030f977fdda4e0403dc70ce.jpg,Sad
9561,Happy/0c3524a9e51990a22dd22925e981fafffaca95e1e2e7edf16b9cc9f4.jpg,Happy
1513,Sad/0bb5e62a24f9e0874ffafde3eddfb518a5f7b7003758331cfcac88a0.JPG,Sad
12773,Neutral/0d89d5cbcbc12dfb137e82a602385e043aa6ed63744f80cb59d72e44f.jpg,Neutral
8888,Happy/cropped_emotions.271962.png,Happy
14406,Angry/cropped_emotions.232307~angry.png,Angry
14814,Angry/ff4cf554aee02f268b787746d932c72f0071ddb2a9b329fd9bac5c16~angry.png,Angry
14897,Angry/cropped_emotions.231374~angry.png,Angry
7945,Happy/0d66023a07440f29763c63875c061aea6ba27e280d710980495f38c7.jpg,Happy
6547,Happy/cropped_emotions.506017.png,Happy
7870,Happy/00e1cb3493e474006fd22487fa64c7476175baf0aa4c08069268b4de.jpg,Happy
15012,Angry/cropped_emotions.506178~angry.png,Angry
8208,Happy/0b33115b09bdde8ad8d333450e5ad47988a33d17c7691202bd2ad56b.jpg,Happy
11443,Neutral/0c5357400de84257fc701d81312dd2d596c1908dfaa54e512f01e96df.jpg,Neutral
2958,Sad/5a479fca98e24832b26824478e85671baffc1f2abb14fee2dd6b3d2e.JPG,Sad
2146,Sad/5ee6fda7183b860857f3c391e9bc6a6223f49447e0f50ed45c8214a4.jpg,Sad
1441,Sad/cropped_emotions.5733.png,Sad
11275,Neutral/00cf9a9d982095cd3e5c47b803a36e84531b8ec07d780f15fa75d254f.jpg,Neutral
10659,Neutral/0b1c5c273bf9bcbb085df7d094fc61901488bf3a0f531970a35972c3f.jpg,Neutral
14328,Angry/78af75d34f96d87ada30e110c48aa08ffe8060e724f08c8b2108f824~angry.jpg,Angry
13356,Neutral/cropped_emotions.277839f.png,Neutral
11303,Neutral/1a98747f316bc00b0aaed86a2dc3edfa4eb5dbcde0cdc6ebb3fb1503f.jpg,Neutral
1905,Sad/cropped_emotions.5753.png,Sad
4014,Sad/cropped_emotions.6170.png,Sad
7562,Happy/0e416477b6883df9a070e1d732da0ea03726b39cc597862fa0ed6513.jpg,Happy
4348,Sad/2a465563dd212e5d94ec293dbe43f670ccf0d1e85c640f97656e2619.jpg,Sad
4422,Sad/cropped_emotions.499338.png,Sad
10503,Neutral/0ad5ca01488bf3c914fb05c5410315c797f0114aedc800cbe213f7e8f.jpg,Neutral
10412,Neutral/0f727ed122d98d57c0b3d59e6653afa121bc10feefdab18947e7ba98f.jpg,Neutral
1798,Sad/7fca687796f47be12ff985b3b2fdd28dcedd7985b031d58f2728c07c.JPG,Sad
9609,Happy/1e8c3b31ba7277b2d5b4f35ef7e355051026d3ddc114c43866f31685.jpg,Happy
2088,Sad/cropped_emotions.499183.png,Sad
14526,Angry/77eb130828463b0362165a34967e6a5b2613db6c541028aeaff22216~angry.jpg,Angry
3010,Sad/cropped_emotions.6192.png,Sad
8301,Happy/0dfa5cf63b0e257e88fdf6768b25f00d49de4bc1ca0aafe4112adf86.jpg,Happy
3247,Sad/7d92d6a4e40fc7921444de17cfa3e190c0574f485acff71f23e7868c.jpg,Sad
3420,Sad/4f190ba2b3145ad9919b0007214ab8c2d93f6bdf25744fd59eb956f7.jpg,Sad
2262,Sad/06fb939128abe8b59045895a9d0807b5f07900d5bd0733b7cbfe1ec7.jpg,Sad
1540,Sad/00f0699aa0198865bc42eeca065fd194f86d3a889a9435c2e0188cf6.jpg,Sad
8417,Happy/cropped_emotions.271977.png,Happy
9619,Happy/1b6fdddff092ced39fb55be65ad4e33652204834e60eacac87cea42a.jpg,Happy
13116,Neutral/cropped_emotions.277920f.png,Neutral
8254,Happy/0a0f79a2895a26bc0723ae9250632aa55377ffe6e4f9ec0b568f7105.JPG,Happy
901,Surprise/cropped_emotions.260919~12fffff.png,Surprise
8299,Happy/0c99099950b5f536027cf52f57006d03cd4d6d8b37214dc5bee31246.jpg,Happy
3198,Sad/1c366a3f9b38464e21d002caab2d049743526391afaa263357d31d90.jpg,Sad
2841,Sad/0bdb2da1ce8f8c728d032880c7b55956126cfdd1f6d2dee75192a820.jpg,Sad
12171,Neutral/0fac63c262848fc04b6a9b2d697710d3bb9c49445eecfe420f5d4080f.jpg,Neutral
186,Surprise/cropped_emotions.260089~12fffff.png,Surprise
5127,Sad/6a5da25cd4bc053121a3a9dbefe75858bf139aa94503f22b3f63cef5.jpg,Sad
11551,Neutral/1af1887ed4b88e3bc04d9b0ebe34e0e13d578db59dc3c33346c44095f.jpg,Neutral
9662,Happy/0bba877888c4f69cc4faa9fb8fcdc73d35c626b63fdb0d760976afd9.jpg,Happy
12608,Neutral/0eab0de5aabbd869340fdd97cb597754337529757f401c4dbbc1acfaf.jpg,Neutral
12092,Neutral/0f7f7599c83a64500c8df3f60f5fb59cba465275ded7d76b7d254f3cf.png,Neutral
10785,Neutral/cropped_emotions.452644f.png,Neutral
12719,Neutral/1b4b352b4a602b419d76a2daeb6f2cbcf88fcdf36f9b0a1139e5d9e1f.jpg,Neutral
14050,Neutral/0a10b0436e15d72eebc96f1c64725a153702be9df2bcfd350fa510ecf.jpg,Neutral
52,Surprise/cropped_emotions.100241~12fffff.png,Surprise
14213,Angry/cropped_emotions.571721~angry.png,Angry
13502,Neutral/0a287f8c36facb9f7e2d1133638ba5e62c0facc71ed8b095fdf9c772f.jpg,Neutral
6556,Happy/0c2fbf5a13c1e8fe256f15130a8fd196c14be924c193525e08b652a4.jpg,Happy
856,Surprise/cropped_emotions.266816~12fffff.png,Surprise
15405,Angry/cropped_emotions.231504~angry.png,Angry
4093,Sad/cropped_emotions.6286.png,Sad
3819,Sad/cropped_emotions.6109.png,Sad
5030,Sad/cropped_emotions.5742.png,Sad
8624,Happy/2edd61c3fd83d766728a20ff4bb400ba783d2d8563d6c2472c1562b2.jpg,Happy
13582,Neutral/0f0f6ee3b83724d3cd5052758e7393501cae9415390d90c44e194648f.jpg,Neutral
9471,Happy/0d89bb77af920bfd360dd739a041c4245e766c9260f5dffba9f56dd6.jpg,Happy
7715,Happy/0b63bbde34197efb0a2b4e9d8d42630433ffb60ff59a1530ded8aff8.jpg,Happy
14784,Angry/cropped_emotions.157952~angry.png,Angry
11429,Neutral/cropped_emotions.278429f.png,Neutral
13367,Neutral/0a2d288a1a07e8754e52c206ef8f4ab652252c882d4c8e82556eed10f.jpg,Neutral
15117,Angry/654d1f0bed6b137bf26afaa770da6a7f636dd3879a9c215941d45b6f~angry.jpg,Angry
8036,Happy/0c9230fb0f72dc174378f98102272eb308bda55975b785f92c5d1408.jpg,Happy
14828,Angry/cropped_emotions.571171~angry.png,Angry
11613,Neutral/0b0b174e0a50e0e7f73df73b515ef927f59412325d2ea8bfe1e60e6bf.jpg,Neutral
185,Surprise/cropped_emotions.264620~12fffff.png,Surprise
12199,Neutral/0a647e32cde0701cf2f31cb585ef9c3c95e8322dfcb0b083f3651cbbf.jpg,Neutral
1723,Sad/1b5474808759f4081047b846133698c478721b738cdd8a978b3a4de5.jpg,Sad
10042,Happy/cropped_emotions.505802.png,Happy
14958,Angry/cropped_emotions.506437~angry.png,Angry
8878,Happy/cropped_emotions.569198.png,Happy
1729,Sad/2c15ef9c4675019e324b6dfcbd8d44868088882dc5657250181cde9f.jpg,Sad
5122,Sad/0a163aa46984ad37b58aa6b8175dca9b1007a3066099d18f4dda6f78.jpg,Sad
8545,Happy/0d6167403e0fcba9d52ac4e5ecc991f346fcbc9abb2251092ab1d440.jpg,Happy
10348,Neutral/0cc4ea3dda0f2924516b9e8cc2160b69144d4a570b93a65fb9cc943af.jpg,Neutral
8590,Happy/0a9311a1764d448ea05a7b8edc185f306c14fbacc96e6eb5f8ce8efb.jpg,Happy
6606,Happy/0d2796fa94fabcea9b867bdf1196e739458cf25949c508ca21d689f3.jpg,Happy
7125,Happy/0a9cc548094b3a6b9dea7706c303eaf6459230079cffc440087da070.jpeg,Happy
3852,Sad/cropped_emotions.499174.png,Sad
13512,Neutral/cropped_emotions.277997f.png,Neutral
2902,Sad/0cd12c1e9c47e730443d148961fedd5d33ade4e855c4147bd2673fac.jpg,Sad
11179,Neutral/cropped_emotions.277767f.png,Neutral
13928,Neutral/cropped_emotions.277677f.png,Neutral
9249,Happy/0d0457ab6b946ee14dafa6d1d9450e2c5afe30bd6a3b691835a6bcc1.jpg,Happy
10645,Neutral/cropped_emotions.171817f.png,Neutral
3224,Sad/7f3e8fd8cd606b167521ab9d5b5c8eb8064f9d37b2fdce421e1615cd.jpg,Sad
7919,Happy/1e8b70ac8c47b3bec564b7b7760d8a921ba554183d25e5e593c7b816.JPG,Happy
12975,Neutral/cropped_emotions.278474f.png,Neutral
1853,Sad/cropped_emotions.6022.png,Sad
3082,Sad/6e889171dd75f0a88d74ddffe9681a2eccbb2226df47ff49988e0022.jpg,Sad
1030,Surprise/cropped_emotions.415022~12fffff.png,Surprise
6417,Happy/0de083817065b2a3f85afed35d8fa1fd07472be2603e54a1711e3aa9.jpg,Happy
3347,Sad/2de7d9580c183b2c328e816feffc8c5a55950dcc232783ee0ffb860e.png,Sad
14867,Angry/cropped_emotions.231577~angry.png,Angry
2226,Sad/3c63d07a9e2d4694cabdf6092546ca94814eca9b3885523f5d55f227.jpg,Sad
4719,Sad/0f420dba3874b365295f64592e7385f8e4772912b0a38f2dbdaab2a3.jpg,Sad
9677,Happy/0b6fd9b67522dbf36cb5e15373124165d4b7d561669882ea830f99cc.jpg,Happy
3831,Sad/cropped_emotions.6045.png,Sad
12303,Neutral/0f8feb75bea67f2958e3242c073abe182cb5f134a8ec0910a74755bff.jpg,Neutral
9268,Happy/cropped_emotions.567841.png,Happy
8026,Happy/cropped_emotions.398511.png,Happy
13193,Neutral/0a7232391e61c7986588eccef9c4933b7272272295abba4848de6dc7f.png,Neutral
13460,Neutral/cropped_emotions.171930f.png,Neutral
7020,Happy/0b3ded741d3857b8039af86e2aac48b35e47784faa9e046b87c79231.jpg,Happy
14137,Neutral/00b1478ebfd81ceaf04642908a07ab9c1ecd07f2cf305a37a9dcf667f.jpg,Neutral
1580,Sad/cropped_emotions.252499.png,Sad
2184,Sad/cropped_emotions.164058.png,Sad
13446,Neutral/cropped_emotions.278305f.png,Neutral
14377,Angry/07ed0cefb082e7f0228dd9ba2475895ca0fe097fa457966093ef8f9f~angry.jpg,Angry
14571,Angry/1e8696e74a10ae478be830bb4a240460a5982ba94beda0aa4c152eac~angry.jpeg,Angry
12417,Neutral/cropped_emotions.277888f.png,Neutral
8341,Happy/0b6a8eabbff655984dedfea208e5a83360ed3d3b4b2a2472cc034aa3.jpg,Happy
1263,Sad/1ac696ef7fd83407a7f66d66b5621b862c75c35c61847528c359e4b5.png,Sad
11556,Neutral/0f96ed1e4345183254a06d7a11ec79b740808f870aa4a2b066548320f.jpeg,Neutral
9991,Happy/cropped_emotions.505798.png,Happy
11691,Neutral/00b79ac8682465afe81f47602eebb127d734ef56e9cbff3a1587d8d2f.jpg,Neutral
7410,Happy/0dc2f24d4ace4264cba1f8a22782513f0ae52213b5ae6ce0c54d3172.jpg,Happy
10624,Neutral/0a1b0f19f0ec6c5785d3a2c0602b6d71de905e2c9fd781560a4e3ae0f.jpg,Neutral
11010,Neutral/0ddd94eb162a7004a7b062560763fee7e5896585a2bdffbad2e1fb5af.jpg,Neutral
11215,Neutral/cropped_emotions.278469f.png,Neutral
3355,Sad/5ec27d71b6a060ae11484b3a5832cb8b17857693766f19cde31f6e39.JPG,Sad
839,Surprise/cropped_emotions.262891~12fffff.png,Surprise
3475,Sad/cropped_emotions.5706.png,Sad
13496,Neutral/0f79063bd6f4ccf91d11dcfab3d3a8a475a250dce36ab2451cea257af.jpg,Neutral
4572,Sad/cropped_emotions.499270.png,Sad
1772,Sad/cropped_emotions.6024.png,Sad
13516,Neutral/cropped_emotions.278339f.png,Neutral
1622,Sad/cropped_emotions.152277.png,Sad
6889,Happy/0c0724436a90e5639ad223c8f293fefa311b318e19638f00e8cd767b.jpg,Happy
4842,Sad/6ddc0497d15e374a95e35f402de363c0d6947c5ed254ea933cc09d24.jpg,Sad
9149,Happy/cropped_emotions.506119.png,Happy
1335,Sad/cropped_emotions.163855.png,Sad
12878,Neutral/cropped_emotions.171908f.png,Neutral
2391,Sad/2d2fc0d6c05a8ca22351969d5e683bf1bed3f9865abc2c6944f55b18.png,Sad
9386,Happy/0cb58ea75dd7de77a56a4c640f3e7da835c344d776b85a496a32632a.jpg,Happy
11988,Neutral/0ec11d34abd8755cd9ddba9e1bb7f7164ade758f6a0a8f63c5befd12f.jpg,Neutral
2998,Sad/cropped_emotions.6218.png,Sad
12739,Neutral/0e634de8099b62cf104870c181f4ed262121eb0a86a4d415560830bdf.png,Neutral
8396,Happy/cropped_emotions.418296.png,Happy
8295,Happy/cropped_emotions.374485.png,Happy
8527,Happy/0be416d913df6b9e5cafaeb78735a95cae2faf9947a2bd063cae6c87.jpg,Happy
14378,Angry/cropped_emotions.231831~angry.png,Angry
4983,Sad/0ce29cf436b680c66063730a4f5e7f12a24006358f85288cd228f525.jpg,Sad
2056,Sad/7f4f3422d1a10e1eb7615275aed73eac6bed95e19b31f7a7394c1a20.jpg,Sad
12284,Neutral/cropped_emotions.277803f.png,Neutral
14,Surprise/cropped_emotions.267672~12fffff.png,Surprise
10585,Neutral/01a64641cd434fc3da13f1390c4f64e465d4494ae18a144621bf67b9f.jpg,Neutral
634,Surprise/cropped_emotions.263480~12fffff.png,Surprise
12328,Neutral/1a01f56200459dd8ba2cf4594b293c3b8781b210fb60e6e858c8c34bf.jpg,Neutral
14162,Angry/cropped_emotions.571479~angry.png,Angry
10828,Neutral/0bae9bdca26be41547a8e92a8f102ffabb0892bc7a7c70f607d321b6f.jpg,Neutral
9025,Happy/3b1355670c32e3274daad7a142f554e65a6418a73b2dc36ba37d481b.jpg,Happy
718,Surprise/cropped_emotions.415037~12fffff.png,Surprise
1139,Surprise/cropped_emotions.100019~12fffff.png,Surprise
